user,session,condition,duration_mins,num_keystrokes,num_prompts,quality_check_tags
70495563,2020-08-18-1597805065-keystrokes-70495563,on_keyboard,19.787156466643015,4557,157,[]
70495563,2020-08-19-1597844765-keystrokes-70495563,on_keyboard,14.23144708474477,4418,158,[]
70495563,2020-08-19-1597849380-keystrokes-70495563,on_keyboard,14.913021266460419,4434,157,[]
70495563,2020-08-19-1597850870-keystrokes-70495563,on_keyboard,16.846602948506675,4467,158,[]
60557560,2020-08-19-1597852672-keystrokes-60557560,on_keyboard,21.7453825990359,4554,157,[]
60557560,2020-08-19-1597865878-keystrokes-60557560,on_keyboard,20.77910743157069,4684,157,[]
80745050,2020-08-19-1597861817-keystrokes-80745050,on_keyboard,12.405783832073212,4283,157,[]
45200932,2020-08-19-1597863839-keystrokes-45200932,on_keyboard,17.769701135158538,4704,157,[]
60557560,2020-08-19-1597863691-keystrokes-60557560,on_keyboard,19.840952535470326,4531,157,[]
45200932,2020-08-19-1597865170-keystrokes-45200932,on_keyboard,13.49950518210729,4355,158,[]
45200932,2020-08-19-1597866381-keystrokes-45200932,on_keyboard,13.775476499398549,4488,158,[]
70495563,2020-08-19-1597868334-keystrokes-70495563,on_keyboard,16.484977968533833,4427,158,[]
45200932,2020-08-19-1597870936-keystrokes-45200932,on_keyboard,12.903809416294099,4380,157,[]
70495563,2020-08-19-1597869769-keystrokes-70495563,on_keyboard,15.526291064421336,4455,157,[]
66727638,2020-08-19-1597870032-keystrokes-,on_keyboard,17.935502203305564,5011,157,[]
60557560,2020-08-19-1597874325-keystrokes-60557560,on_keyboard,22.64132050673167,4654,157,[]
09456349,2020-08-19-1597875875-keystrokes-09456349,on_keyboard,10.489762071768443,4484,157,[]
72389321,2020-08-19-1597888546-keystrokes-72389321,on_keyboard,18.47038538455963,4457,158,[]
72389321,2020-08-19-1597890158-keystrokes-72389321,on_keyboard,17.636435103416442,4421,158,[]
72389321,2020-08-19-1597891384-keystrokes-72389321,on_keyboard,18.177961734930673,4464,158,[]
60557560,2020-08-20-1597930211-keystrokes-60557560,on_keyboard,22.324149453639983,4537,157,[]
70495563,2020-08-20-1597931886-keystrokes-70495563,on_keyboard,15.279137214024862,4482,157,[]
70495563,2020-08-20-1597933955-keystrokes-70495563,on_keyboard,15.581755101680756,4465,158,[]
70495563,2020-08-20-1597932977-keystrokes-70495563,on_keyboard,14.247732512156169,4510,158,[]
45200932,2020-08-20-1597936399-keystrokes-45200932,on_keyboard,12.323313057422638,4276,157,[]
72389321,2020-08-20-1597937556-keystrokes-72389321,on_keyboard,17.99025668700536,4444,158,[]
72389321,2020-08-20-1597938979-keystrokes-72389321,on_keyboard,17.493416917324065,4465,158,[]
45200932,2020-08-20-1597940034-keystrokes-45200932,on_keyboard,12.817012886206308,4420,157,[]
72389321,2020-08-20-1597940461-keystrokes-72389321,on_keyboard,18.16200564702352,4573,158,[]
45200932,2020-08-20-1597949725-keystrokes-45200932,on_keyboard,17.17407901684443,4907,157,[]
45200932,2020-08-20-1597950880-keystrokes-45200932,on_keyboard,16.623750166098276,4478,157,[]
72389321,2020-08-20-1597953285-keystrokes-72389321,on_keyboard,17.22949693600337,4455,157,[]
72389321,2020-08-20-1597955772-keystrokes-72389321,on_keyboard,17.760005283355714,4526,157,[]
72389321,2020-08-20-1597954522-keystrokes-72389321,on_keyboard,17.702765214443207,4577,158,[]
61792419,2020-08-20-1597954965-keystrokes-61792419,on_keyboard,13.111575114727021,4470,157,[]
66727638,2020-08-20-1597955521-keystrokes-,on_keyboard,14.707066011428832,4950,157,[]
61792419,2020-08-20-1597956396-keystrokes-61792419,on_keyboard,13.687914148966472,4375,158,[]
70495563,2020-08-20-1597957074-keystrokes-70495563,on_keyboard,14.740946515401204,4412,158,[]
66727638,2020-08-20-1597959246-keystrokes-,on_keyboard,15.34813967148463,4985,157,[]
61792419,2020-08-20-1597960126-keystrokes-61792419,on_keyboard,12.380885167916615,4423,157,[]
81695116,2020-08-20-1597967205-keystrokes-81695116,on_keyboard,13.12614511648814,4455,157,[]
61792419,2020-08-20-1597962037-keystrokes-61792419,on_keyboard,16.049085815747578,4421,157,[]
61792419,2020-08-20-1597963893-keystrokes-61792419,on_keyboard,14.193835838635762,4735,158,[]
81695116,2020-08-20-1597966014-keystrokes-81695116,on_keyboard,11.985524233182272,4311,157,[]
61792419,2020-08-20-1597966137-keystrokes-61792419,on_keyboard,14.072267500559489,4395,157,[]
61792419,2020-08-20-1597967593-keystrokes-61792419,on_keyboard,14.919198850790659,4441,157,[]
81695116,2020-08-20-1597968506-keystrokes-81695116,on_keyboard,13.43994558652242,4650,157,[]
81695116,2020-08-20-1597970441-keystrokes-81695116,on_keyboard,14.142862462997437,4530,157,[]
61792419,2020-08-20-1597971779-keystrokes-61792419,on_keyboard,14.199802633126577,4406,157,[]
81695116,2020-08-20-1597969358-keystrokes-81695116,on_keyboard,17.438103950023653,4633,158,[]
60557560,2020-08-20-1597973846-keystrokes-60557560,on_keyboard,20.848144646485647,4531,158,[]
81695116,2020-08-20-1597975826-keystrokes-81695116,on_keyboard,14.993526268005372,4749,158,[]
81695116,2020-08-20-1597973325-keystrokes-81695116,on_keyboard,12.880658296744029,4592,157,[]
81695116,2020-08-20-1597974992-keystrokes-81695116,on_keyboard,13.479843167463939,4602,158,[]
45200932,2020-08-21-1598026612-keystrokes-45200932,on_keyboard,13.033762896060944,4394,157,[]
66727638,2020-08-21-1598019221-keystrokes-,on_keyboard,13.546252592404683,5051,158,[]
66727638,2020-08-21-1598020580-keystrokes-,on_keyboard,13.391816123326619,5071,158,[]
80745050,2020-08-21-1598031035-keystrokes-80745050,on_keyboard,12.953690735499064,4470,158,[]
70495563,2020-08-21-1598031256-keystrokes-70495563,on_keyboard,15.222079781691233,4547,157,[]
11944098,2020-08-18-1597766237-keystrokes-11944098,on_keyboard,18.1481764237086,4331,158,[]
60557560,2020-08-19-1597845008-keystrokes-60557560,on_keyboard,21.755926517645516,4492,158,[]
60557560,2020-08-19-1597842881-keystrokes-60557560,on_keyboard,22.715742401281993,4523,158,[]
80745050,2020-08-25-1598360760-keystrokes-80745050,on_keyboard,14.422169629732768,4371,157,[]
80745050,2020-08-25-1598362722-keystrokes-80745050,on_keyboard,12.879143619537354,4394,158,[]
80745050,2020-08-25-1598383750-keystrokes-80745050,on_keyboard,12.75968940258026,4279,158,[]
80745050,2020-08-26-1598441577-keystrokes-80745050,on_keyboard,12.990583415826162,4310,158,[]
71409769,2020-09-03-1599179467-keystrokes-71409769,on_keyboard,37.1630206823349,5339,158,[]
71409769,2020-09-04-1599261941-keystrokes-71409769,on_keyboard,31.99439263343811,5367,158,[]
71409769,2020-09-08-1599610329-keystrokes-71409769,on_keyboard,25.595815749963126,4801,158,[]
03734552,2021-05-09-1620589834-keystrokes-dca-study@1-f6fea34b-8642-4a9d-95fc-6054d9c5c50a,on_keyboard,11.066552448272706,4652,154,['outlier artifact']
03734552,2021-05-09-1620591601-keystrokes-dca-study@1-f6fea34b-8642-4a9d-95fc-6054d9c5c50a,on_keyboard,10.949173188209533,4708,154,['outlier artifact']
12565339,2021-03-24-1616629734-keystrokes-dca-study@1-ba445214-0169-4179-95f5-0d047482b10d,on_keyboard,16.056289541721345,4446,154,[]
12565339,2021-03-24-1616630863-keystrokes-dca-study@1-ba445214-0169-4179-95f5-0d047482b10d,on_keyboard,14.642002308368683,4403,154,[]
03734552,2021-05-09-1620588853-keystrokes-dca-study@1-f6fea34b-8642-4a9d-95fc-6054d9c5c50a,on_keyboard,12.517942603429159,4721,155,"['contact artifact', 'outlier artifact']"
03734552,2021-05-09-1620590708-keystrokes-dca-study@1-f6fea34b-8642-4a9d-95fc-6054d9c5c50a,on_keyboard,10.712020532290142,4659,155,[]
80587505,2021-05-09-1620596152-keystrokes-dca-study@1-c0b0f882-66db-40f9-a58c-e678c1d56e82,on_keyboard,13.089786235491434,4306,154,[]
06526339,2021-05-09-1620598524-keystrokes-dca-study@1-78dbf80c-9490-49ff-980c-adbee8d9f8a8,on_keyboard,15.306888099511465,4439,154,[]
06950380,2021-03-23-1616556514-keystrokes-dca-study@1-9b960f08-4347-41ff-a492-c58bdddc2938,on_keyboard,16.792204880714415,4674,154,[]
06950380,2021-03-24-1616560260-keystrokes-dca-study@1-9b960f08-4347-41ff-a492-c58bdddc2938,on_keyboard,18.192672419548035,5004,154,[]
06950380,2021-03-24-1616561761-keystrokes-dca-study@1-9b960f08-4347-41ff-a492-c58bdddc2938,on_keyboard,17.817640495300292,4900,154,[]
06950380,2021-03-24-1616587052-keystrokes-dca-study@1-9b960f08-4347-41ff-a492-c58bdddc2938,on_keyboard,16.395851588249208,4882,154,[]
05344357,2021-05-10-1620697519-keystrokes-dca-study@1-fdea9c53-3dac-42eb-92d6-94b74a9318d2,on_keyboard,23.964140180746714,5106,154,"['high-backspaces', 'high-errors', 'long-duration']"
14989984,2021-03-22-1616442805-keystrokes-dca-study@1-ab8fe0bf-4f4e-4c20-8fce-a9bc6d6cbd62,on_keyboard,11.665429878234864,4547,154,[]
68186383,2021-03-27-1616884933-keystrokes-dca-study@1-a2130278-ef80-46f0-92c9-b68149175bdd,on_keyboard,14.294287085533142,4526,154,[]
75228805,2021-03-22-1616443154-keystrokes-dca-study@1-ce039945-b49a-44ea-b3d6-007dace1b7a3,on_keyboard,11.40694305896759,4389,154,[]
81522433,2021-03-26-1616808681-keystrokes-dca-study@1-bb7df249-48e7-4981-8c69-66587bce18cb,on_keyboard,18.925463871161142,4365,154,[]
68186383,2021-03-28-1616951540-keystrokes-dca-study@1-a2130278-ef80-46f0-92c9-b68149175bdd,on_keyboard,12.701341883341472,4424,154,[]
68186383,2021-03-26-1616814139-keystrokes-dca-study@1-a2130278-ef80-46f0-92c9-b68149175bdd,on_keyboard,13.728915814558665,4424,154,[]
68186383,2021-03-27-1616883924-keystrokes-dca-study@1-a2130278-ef80-46f0-92c9-b68149175bdd,on_keyboard,13.617852862675985,4413,154,[]
68186383,2021-03-28-1616949969-keystrokes-dca-study@1-a2130278-ef80-46f0-92c9-b68149175bdd,on_keyboard,13.322103675206503,4573,154,[]
37398304,2021-05-05-1620247429-keystrokes-dca-study@1-f850cf1c-12d0-4eec-a0d9-062080be59fc,on_keyboard,19.06627425352732,4766,154,[]
71786456,2020-12-17-1608237222-keystrokes-dca-study@1-d09c3c47-708c-4b37-9e12-a0218ae9e5c4,on_keyboard,19.8564994653066,4636,154,[]
59627171,2021-07-17-1626557011-keystrokes-dca-study@1-addbd4a2-9ebc-496a-9fc4-60c9ff34dffe,on_keyboard,16.186977422237398,4430,154,['contact artifact']
83774284,2020-12-17-1608237739-keystrokes-dca-study@1-9b7602a6-4a91-4eb7-96c5-8fa37e2dc571,on_keyboard,17.0546670516332,4680,155,[]
81522433,2021-03-22-1616456753-keystrokes-dca-study@1-bb7df249-48e7-4981-8c69-66587bce18cb,on_keyboard,19.102423628171284,4484,154,[]
29502646,2021-03-22-1616452683-keystrokes-dca-study@1-22937129-bf9c-490a-8857-354aa10cc963,on_keyboard,20.068777239322664,4501,154,[]
76521819,2021-03-25-1616644833-keystrokes-dca-study@1-1cb4f048-7e3c-4935-8d40-93178fd0ff5c,on_keyboard,16.202867190043133,4596,154,[]
59627171,2021-07-17-1626555661-keystrokes-dca-study@1-addbd4a2-9ebc-496a-9fc4-60c9ff34dffe,on_keyboard,16.25403593381246,4384,155,['contact artifact']
57024413,2021-06-26-1624755000-keystrokes-dca-study@1-c438c067-5536-4668-97db-c1c5cf9a7875,on_keyboard,19.94158020019531,4920,154,"['high-backspaces', 'contact artifact', 'outlier artifact']"
67011593,2021-03-22-1616436357-keystrokes-dca-study@1-0d54a019-26c8-4e84-83e7-d513bedbb433,on_keyboard,18.74592737754186,4376,154,[]
92903591,2021-05-05-1620255337-keystrokes-dca-study@1-f4ac66fd-8f1e-4d58-9f63-59dd59f662b9,on_keyboard,16.10760098695755,4703,154,[]
71786456,2020-12-17-1608243953-keystrokes-dca-study@1-d09c3c47-708c-4b37-9e12-a0218ae9e5c4,on_keyboard,33.38662999471028,5399,154,[]
46697259,2020-12-17-1608238262-keystrokes-dca-study@1-a2287ace-5eff-4542-9a53-4de6b48e065c,on_keyboard,23.950297403335572,4679,154,[]
02396581,2020-12-17-1608240199-keystrokes-dca-study@1-d32f41cc-41d0-4e4a-9c4a-0c1bab5c6b89,on_keyboard,16.746787826220196,4514,154,[]
71786456,2020-12-17-1608240992-keystrokes-dca-study@1-d09c3c47-708c-4b37-9e12-a0218ae9e5c4,on_keyboard,23.46516482035319,4872,154,[]
02396581,2020-12-18-1608317421-keystrokes-dca-study@1-d32f41cc-41d0-4e4a-9c4a-0c1bab5c6b89,on_keyboard,16.858834131558737,4528,154,[]
83774284,2020-12-18-1608307868-keystrokes-dca-study@1-9b7602a6-4a91-4eb7-96c5-8fa37e2dc571,on_keyboard,18.08737847407659,4661,154,[]
43037958,2020-12-17-1608244656-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,20.035500637690227,4658,154,[]
33259248,2020-12-17-1608252457-keystrokes-dca-study@1-d59e496f-fea0-4256-a4ac-2cd66fc6d60b,on_keyboard,21.166825330257417,4549,154,[]
43037958,2020-12-17-1608247041-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,19.70130741596222,4728,154,[]
05775561,2020-12-17-1608247853-keystrokes-dca-study@1-d5eda54b-90dc-48e3-954d-007973c8c7fd,on_keyboard,19.218769907951355,4637,154,[]
05775561,2020-12-17-1608249779-keystrokes-dca-study@1-d5eda54b-90dc-48e3-954d-007973c8c7fd,on_keyboard,19.876847898960115,4814,155,[]
83774284,2020-12-17-1608252086-keystrokes-dca-study@1-9b7602a6-4a91-4eb7-96c5-8fa37e2dc571,on_keyboard,17.176639850934347,4380,154,[]
43037958,2020-12-17-1608249257-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,21.476573479175567,4796,154,[]
67011593,2021-03-22-1616437692-keystrokes-dca-study@1-0d54a019-26c8-4e84-83e7-d513bedbb433,on_keyboard,19.10097955862681,4395,154,[]
33259248,2020-12-17-1608254014-keystrokes-dca-study@1-d59e496f-fea0-4256-a4ac-2cd66fc6d60b,on_keyboard,22.005783919493357,4721,154,[]
67011593,2021-03-22-1616439005-keystrokes-dca-study@1-0d54a019-26c8-4e84-83e7-d513bedbb433,on_keyboard,19.519683488210042,4365,154,[]
83774284,2020-12-17-1608254480-keystrokes-dca-study@1-9b7602a6-4a91-4eb7-96c5-8fa37e2dc571,on_keyboard,17.88510509332021,4498,154,[]
43037958,2020-12-17-1608255062-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,21.879168585936227,4712,154,[]
75228805,2021-03-22-1616441073-keystrokes-dca-study@1-ce039945-b49a-44ea-b3d6-007dace1b7a3,on_keyboard,11.208300638198853,4357,154,[]
43037958,2020-12-17-1608257601-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,20.53024419546127,4752,154,[]
71786456,2020-12-17-1608263300-keystrokes-dca-study@1-d09c3c47-708c-4b37-9e12-a0218ae9e5c4,on_keyboard,20.50230286916097,4413,154,[]
05775561,2020-12-17-1608260483-keystrokes-dca-study@1-d5eda54b-90dc-48e3-954d-007973c8c7fd,on_keyboard,18.652394080162047,4370,154,[]
05775561,2020-12-17-1608262692-keystrokes-dca-study@1-d5eda54b-90dc-48e3-954d-007973c8c7fd,on_keyboard,19.738182791074117,4632,154,[]
71786456,2020-12-17-1608266197-keystrokes-dca-study@1-d09c3c47-708c-4b37-9e12-a0218ae9e5c4,on_keyboard,18.69878937403361,4373,154,[]
43037958,2020-12-17-1608266139-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,20.146918960412343,4618,154,[]
05775561,2020-12-18-1608301112-keystrokes-dca-study@1-d5eda54b-90dc-48e3-954d-007973c8c7fd,on_keyboard,19.594746351242065,4491,154,[]
05775561,2020-12-18-1608303536-keystrokes-dca-study@1-d5eda54b-90dc-48e3-954d-007973c8c7fd,on_keyboard,19.727526517709098,4635,154,[]
43037958,2020-12-17-1608268481-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,20.60817690292994,4680,154,[]
43037958,2020-12-18-1608306627-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,19.618882266680398,4660,154,[]
43037958,2020-12-18-1608304463-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,19.872888958454134,4593,154,[]
14989984,2021-03-22-1616440824-keystrokes-dca-study@1-ab8fe0bf-4f4e-4c20-8fce-a9bc6d6cbd62,on_keyboard,11.987803943951924,4534,154,[]
83774284,2020-12-18-1608305222-keystrokes-dca-study@1-9b7602a6-4a91-4eb7-96c5-8fa37e2dc571,on_keyboard,17.119293042023976,4394,154,[]
43037958,2020-12-18-1608314177-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,20.077120912075042,4633,154,[]
30807164,2020-12-18-1608306935-keystrokes-dca-study@1-1ca73229-a1f8-42a1-8363-3c6cfcb1b513,on_keyboard,16.97883175611496,4343,154,[]
43037958,2020-12-18-1608311446-keystrokes-dca-study@1-e041d7d9-a53b-40f3-aabc-e9714072ca46,on_keyboard,20.744137501716615,4809,155,[]
30807164,2020-12-18-1608308155-keystrokes-dca-study@1-1ca73229-a1f8-42a1-8363-3c6cfcb1b513,on_keyboard,17.18968697786331,4275,154,[]
83774284,2020-12-18-1608312289-keystrokes-dca-study@1-9b7602a6-4a91-4eb7-96c5-8fa37e2dc571,on_keyboard,18.36996400753657,4535,154,[]
02396581,2020-12-18-1608318986-keystrokes-dca-study@1-d32f41cc-41d0-4e4a-9c4a-0c1bab5c6b89,on_keyboard,16.770146461327872,4606,154,[]
02396581,2020-12-18-1608331238-keystrokes-dca-study@1-d32f41cc-41d0-4e4a-9c4a-0c1bab5c6b89,on_keyboard,16.582606256008148,4741,155,[]
83774284,2020-12-18-1608329289-keystrokes-dca-study@1-9b7602a6-4a91-4eb7-96c5-8fa37e2dc571,on_keyboard,16.574718248844146,4404,154,[]
83774284,2020-12-18-1608331241-keystrokes-dca-study@1-9b7602a6-4a91-4eb7-96c5-8fa37e2dc571,on_keyboard,15.455177076657613,4423,154,[]
02396581,2020-12-18-1608329697-keystrokes-dca-study@1-d32f41cc-41d0-4e4a-9c4a-0c1bab5c6b89,on_keyboard,16.190533836682636,4612,154,[]
71786456,2020-12-18-1608332019-keystrokes-dca-study@1-d09c3c47-708c-4b37-9e12-a0218ae9e5c4,on_keyboard,22.713641079266868,4724,155,[]
14989984,2021-03-22-1616441800-keystrokes-dca-study@1-ab8fe0bf-4f4e-4c20-8fce-a9bc6d6cbd62,on_keyboard,12.127042945226034,4666,154,[]
33259248,2020-12-18-1608334098-keystrokes-dca-study@1-d59e496f-fea0-4256-a4ac-2cd66fc6d60b,on_keyboard,23.435310284296673,4684,155,[]
33259248,2020-12-18-1608335823-keystrokes-dca-study@1-d59e496f-fea0-4256-a4ac-2cd66fc6d60b,on_keyboard,23.46557293732961,4877,154,[]
71786456,2020-12-18-1608335464-keystrokes-dca-study@1-d09c3c47-708c-4b37-9e12-a0218ae9e5c4,on_keyboard,21.433039792378743,4699,154,[]
05775561,2020-12-18-1608343075-keystrokes-dca-study@1-d5eda54b-90dc-48e3-954d-007973c8c7fd,on_keyboard,18.88834102153778,4498,154,[]
33259248,2020-12-18-1608343176-keystrokes-dca-study@1-d59e496f-fea0-4256-a4ac-2cd66fc6d60b,on_keyboard,23.22286141316096,4724,155,[]
81522433,2021-03-22-1616441252-keystrokes-dca-study@1-bb7df249-48e7-4981-8c69-66587bce18cb,on_keyboard,18.975074474016825,4462,154,[]
75228805,2021-03-22-1616442020-keystrokes-dca-study@1-ce039945-b49a-44ea-b3d6-007dace1b7a3,on_keyboard,10.665164637565614,4189,154,[]
41530403,2021-07-25-1627238654-keystrokes-dca-study@1-ed5d21d5-b468-4733-88c9-2dda42b84548,on_keyboard,15.309732806682588,4460,154,[]
66778805,2021-07-25-1627265353-keystrokes-dca-study@1-d8c9b466-70c9-4bb9-93f5-b98a7cb46baa,on_keyboard,20.452868350346883,4949,155,"['long-duration', 'high-backspaces']"
02396581,2020-12-15-1608063969-keystrokes-dca-study@1-d32f41cc-41d0-4e4a-9c4a-0c1bab5c6b89,on_keyboard,21.956329560279848,5430,154,[]
30807164,2020-12-18-1608309975-keystrokes-dca-study@1-1ca73229-a1f8-42a1-8363-3c6cfcb1b513,on_keyboard,17.155794056256614,4252,154,[]
18243794,2021-03-22-1616448968-keystrokes-dca-study@1-d81940d1-c965-4fc9-b5b6-dc3da5e2599e,on_keyboard,18.071259943644204,4649,154,[]
18243794,2021-03-22-1616450291-keystrokes-dca-study@1-d81940d1-c965-4fc9-b5b6-dc3da5e2599e,on_keyboard,16.785602358977,4659,154,[]
97165588,2021-07-14-1626310003-keystrokes-dca-study@1-c91ee8e7-f4a9-4b9c-86d7-cf18b06fbaed,on_keyboard,14.7694034298261,4488,155,['contact artifact']
13321435,2021-03-21-1616376235-keystrokes-dca-study@1-076df554-16ee-4f8c-870a-decf937569f9,on_keyboard,10.660761515299479,4440,154,[]
74403863,2021-03-21-1616375785-keystrokes-dca-study@1-ba74fcc7-0220-4c24-be89-cac6cafee050,on_keyboard,17.66946452856064,4822,154,[]
76521819,2021-03-21-1616374087-keystrokes-dca-study@1-1cb4f048-7e3c-4935-8d40-93178fd0ff5c,on_keyboard,16.900501187642416,4740,154,[]
76521819,2021-03-21-1616371903-keystrokes-dca-study@1-1cb4f048-7e3c-4935-8d40-93178fd0ff5c,on_keyboard,16.761159082253773,4466,154,[]
74403863,2021-03-21-1616371827-keystrokes-dca-study@1-ba74fcc7-0220-4c24-be89-cac6cafee050,on_keyboard,18.42026799917221,4978,154,[]
67011593,2021-03-19-1616161792-keystrokes-dca-study@1-0d54a019-26c8-4e84-83e7-d513bedbb433,on_keyboard,23.04738299449285,4429,154,[]
13321435,2021-03-22-1616469418-keystrokes-dca-study@1-076df554-16ee-4f8c-870a-decf937569f9,on_keyboard,10.363253490130107,4471,154,[]
13321435,2021-03-22-1616465272-keystrokes-dca-study@1-076df554-16ee-4f8c-870a-decf937569f9,on_keyboard,10.737270796298981,4290,154,[]
13321435,2021-03-22-1616467313-keystrokes-dca-study@1-076df554-16ee-4f8c-870a-decf937569f9,on_keyboard,10.475618088245392,4416,155,[]
18243794,2021-03-24-1616620928-keystrokes-dca-study@1-d81940d1-c965-4fc9-b5b6-dc3da5e2599e,on_keyboard,17.314686981836953,4510,154,[]
56837824,2021-06-27-1624828365-keystrokes-dca-study@1-6ea7c4f4-c1a4-44e9-9b3d-9c91fc4412f2,on_keyboard,20.728268460432687,5097,154,"['high-backspaces', 'long-duration']"
13321435,2021-03-21-1616369080-keystrokes-dca-study@1-076df554-16ee-4f8c-870a-decf937569f9,on_keyboard,11.40558726787567,4397,154,[]
13321435,2021-03-21-1616367680-keystrokes-dca-study@1-076df554-16ee-4f8c-870a-decf937569f9,on_keyboard,11.614056277275086,4315,154,[]
18243794,2021-03-21-1616355934-keystrokes-dca-study@1-d81940d1-c965-4fc9-b5b6-dc3da5e2599e,on_keyboard,18.14706394672394,4664,154,[]
18243794,2021-03-21-1616354673-keystrokes-dca-study@1-d81940d1-c965-4fc9-b5b6-dc3da5e2599e,on_keyboard,17.145250940322875,4570,154,[]
18243794,2021-03-21-1616351661-keystrokes-dca-study@1-d81940d1-c965-4fc9-b5b6-dc3da5e2599e,on_keyboard,19.367874852816264,4872,154,[]
64036820,2021-03-19-1616160805-keystrokes-dca-study@1-16a4fd49-a344-4a75-8453-0811d0b42bd0,on_keyboard,13.266775532563527,4418,154,[]
64036820,2021-03-19-1616159532-keystrokes-dca-study@1-16a4fd49-a344-4a75-8453-0811d0b42bd0,on_keyboard,13.310235540072123,4499,154,[]
64036820,2021-03-19-1616158080-keystrokes-dca-study@1-16a4fd49-a344-4a75-8453-0811d0b42bd0,on_keyboard,14.857832403977712,4386,154,[]
26940776,2021-05-06-1620327471-keystrokes-dca-study@1-176b2f34-883b-4de4-92a4-24724927d22d,on_keyboard,11.088373510042826,4485,154,[]
37398304,2021-05-06-1620324384-keystrokes-dca-study@1-f850cf1c-12d0-4eec-a0d9-062080be59fc,on_keyboard,16.854035663604737,4357,154,[]
26940776,2021-05-06-1620325584-keystrokes-dca-study@1-176b2f34-883b-4de4-92a4-24724927d22d,on_keyboard,11.720756669839224,4568,154,[]
12565339,2021-03-20-1616303544-keystrokes-dca-study@1-ba445214-0169-4179-95f5-0d047482b10d,on_keyboard,16.561776773134866,4595,154,[]
12565339,2021-03-20-1616300617-keystrokes-dca-study@1-ba445214-0169-4179-95f5-0d047482b10d,on_keyboard,16.683453583717345,4455,154,[]
03734552,2021-05-09-1620592434-keystrokes-dca-study@1-f6fea34b-8642-4a9d-95fc-6054d9c5c50a,on_keyboard,10.539534930388132,4523,155,['outlier artifact']
